job_title,job_location,company_name,job_summary,post_date,extract_date,job_salary,posting_url,description_text,keywords
Software Engineer 1,"Hudson, NH",Jacobs,"Employee must also provide programming support for nonstandard and proprietary hardware and software systems.
Knowledge of, and skill in applying basic software…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=b2e3567937eeb42c&fccid=de56d7554bea5214&vjs=3,"Jacobs is a global technology company, delivering solutions for a more connected, sustainable world. We test, operate, sustain, and secure critical infrastructures and weapons systems using unique technology application and agile software development capabilities to improve mission capability and operational readiness. Jacobs' deep experience with advanced technology systems and our wide-ranging program support capabilities work together to make us a premier partner to aerospace and defense clients locations around the world.. . This is an entry level position intended to allow employees to grow their software development skills within the organization. As a member of the growing team you will provide software engineering services within the scope of the program/project in accordance with Advanced Systems Division processes.. Duties & Responsibilities:. Work scope may include any/all of the following duties:. Assists in the development of requirements related documentation (such as the RTM, SRS, etc).. Creates and maintains applicable Software Design Plans, Software Development Plans, Unit Test Plans, Test Scripts with Test Data, for each appropriate application.. Performs technical tasks to include requirements, design, code and unit test activities. Applies advanced technologies, scientific principles, theories and concepts in related technical disciplines or in a specialty.. Supports resolution of technical issues as they arise.. In addition to software engineering activities, provides support for the preparation (including briefings, metrics and status reports) and attendance of technical and managerial meetings and reviews as well as any other travel activities specified by the program .. Completion of employee performance appraisals and employee counselings, if assigned the responsibilities of employee supervision.. * This list is not intended to be all-inclusive and may be expanded to include other duties and responsibilities.. Qualifications. Education Desired/Required:. Bachelor's degree in a related scientific or engineering discipline. Must have demonstrated very strong aptitude in this major of study.. . Knowledge, skills & abilities:. Knowledge of, and skill in applying basic software engineering principles and practices sufficient to perform highly structured, entry-level work designed to develop broader and more in-depth knowledge and skill needed to perform higher-level assignments; communicate factual and procedural information clearly, orally and in writing; and gather and analyze basic facts and draw conclusions.. A working knowledge of computer programming with direct experience using Visual Studio 2005/08/10, C++, C#/..NET Framework, MFC, COM/dCOM, JAVA, ASP Script, WebService, SQL Server, WPF, Win-Forms, MS Access, HTML, and/or multiprocessor software applications and distributed computer networks.. Use of computer systems with Microsoft Windows operating systems. Employee must also provide programming support for nonstandard and proprietary hardware and software systems.. Guidelines (level of supervision required to perform):. Works independently Supervisor instructs the employee on the purpose of the assignment and its scope, limitations, expected deadlines, and priorities.. Complexity of tasks/responsibilities:. Work involves: carrying out tasks requiring application of specific standards, methods, and procedures; and a complete segment of an assignment or project of broader scope.. Work affects the overall accuracy, reliability, acceptability, and timeliness of the final work products or services developed or delivered by higher-level co-workers.. Work consists of various duties that involve applying a series of different and unrelated processes and methods.. The employee decides what needs to be done based on analyses of the subjects and issues related to the assignment; and selects appropriate courses of action from many acceptable alternatives.. The employee identifies and analyzes important factors and conditions in order to recognize and apply an understanding of interrelationships among different IT functions and activities.. Positions supervised:. None. . U.S. CITIZENSHIP REQUIRED. Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information.. Essential Functions. Physical Requirements : Work is primarily sedentary. Some walking and standing may occur in the course of a normal workday in connection with travel to and from meeting and conferences. May carry light items, such as reports, data products, notebooks and laptops.. Work Environment :. Work in a cubical environment.. Criticality of Attendance :. Must be able to work within the shift hours established by the customer normally between the hours of 6:00 a.m. and 6:00 p.m. With the exception of STD/LTD/FMLA & approved time off, attendance is considered essential. Punctuality and regular attendance are necessary to meet deadlines.. Equipment and Machines :. Standard office equipment and machines: personal computer, scanner, copy machine, telephone, printer, fax machine, and other office equipment including desk supplies.. Travel Requirements :. Some local travel is anticipated.. Other Essential Functions:. Must be a U.S. Citizen. Must pass drug testing.. Must be able to read and write effectively in English.. Must embrace Beyond Zero/Safety principles of Jacobs to include; adhering to safe work practices and standards while performing daily tasks, taking responsibility for own and coworkers’ safekeeping and encouraging others to work safely.. Must maintain a positive work atmosphere by behaving and communicating in a manner to get along with customers, clients, co-workers and management.. Must perform work activities requiring interaction, negotiating, instructing, supervising, persuading or speaking with others.. Must be able to work under supervision and respond appropriately and professionally to criticism from a supervisor.. Must be flexible to support the customer.. Must be a resident in the local area of the main supported unit.. Jacobs is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status or other characteristics protected by law. Learn more about your rights under Federal EEO laws and supplemental language .","['agile software development capabilities', 'microsoft windows operating systems', 'may carry light items', 'applying basic software engineering principles', 'provide software engineering services within', 'maintains applicable software design plans', 'office equipment including desk supplies', 'equal opportunity/affirmative action employer', 'std/ltd/fmla & approved time', 'must embrace beyond zero/safety principles']"
Android Software Developer,"Salem, NH",AgaMatrix,"Our diverse, talented teams develop everything from enzymes and algorithms to glucose monitors and mobile apps–delivering products that improve the health and…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=e01d07f7221de473&fccid=a85cdf73dad9ceff&vjs=3,"AgaMatrix was founded in 2001 with a vision for shaping the diabetes market through continuous innovation. Our diverse, talented teams develop everything from enzymes and algorithms to glucose monitors and mobile apps–delivering products that improve the health and well-being of people living with diabetes.. . LOCATION: Salem, NH. . WHAT YOU’LL BE RESPONSIBLE FOR:. . Develop and maintain Android products based on requirements and design specifications. Ensure the technical feasibility of visual designs and translate them into a working product. Build reusable and testable components for future use. Manage multiple tasks and timelines. Collaborate with other team members, departments, and stakeholders. Write clear and accurate technical documentation. . WHAT WE NEED:. . Requires a bachelor’s degree or master’s degree in computer science. 3-8 years Android development experience with in-depth knowledge of related languages and components including Java and/or Kotlin, medical device experience a plus. Able to implement automated testing and unit tests with Junit and Espresso as well as familiarity with scripting languages like Ruby or Python. Why AgaMatrix?. . You can work on cutting edge technology: We designed, developed, and manufactured the first FDA-cleared blood glucose meter to connect to the iPhone®, and have won the same design awards as Apple, BMW, and Bose. Join us in creating the next generation of connected products for diabetes care.. . You get to collaborate with true innovators: Our diverse team develops meters with enhanced accuracy and integrated technology—independently recognized as a “Best Buy” by a leading consumer magazine and awarded the Diabetes Technology Society’s “Seal of Approval.”. . You can see your work in over 20,000+ stores: Our products are found in over 30 countries through strategic partners like Sanofi, and in top retail chains like CVS Pharmacy, Target, and Kroger. We also had the first chemistry-based products to be available in Apple’s retail stores.. . You’ll be part of a Global team: Our teams across the U.S., Europe, and Asia are working hard to bring innovative, affordable diabetes care solutions to the market. With over 300 employees, our size and breadth of expertise allows us to shape the market and improve the lives of millions worldwide.. . Our compensation package includes: Medical, dental, tuition reimbursement, vision, disability and life insurance as well as an impressive company match to our 401k Plan.. . . HOW TO APPLY:. Interested? Please send your cover letter and resume to: jobs@agamatrix.com and for more details see https://agamatrix.com/careers/","['impressive company match', 'cutting edge technology', 'diverse team develops meters', 'affordable diabetes care solutions', 'talented teams develop everything', 'maintain android products based', 'integrated technology—independently recognized', '3-8 years android development experience', 'first chemistry-based products', 'first fda-cleared blood glucose meter']"
Senior Front-End Developer,"Hooksett, NH",Merchants Fleet,"Integrate software with existing systems.
Support, maintain, and document software functionality.
Active collaboration with Application Architects to design…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=682fb848ae3bc049&fccid=5d6a28cf53c735a8&vjs=3,"Merchants Fleet is the nation’s fastest growing fleet management company, providing flexible funding and service options for organizations that leverage vehicles to run their operations. Merchants Fleet offers comprehensive & customizable fleet solutions, serving as a single source for all vehicle needs. Our programs range from long-term leases to monthly rentals, including unique options such as rent-to-lease and own-to-lease. With over 130,000 managed vehicles nationwide, our expert teams have experience working with nearly every industry, from corporate fleets to last mile delivery to franchise systems. We offer the most high-touch service and innovative experience across the industry, with specialized teams and a FleetTech model that merges fleet with technology to ensure our clients get the best performance out of their fleets. Merchants Fleet is headquartered in Hooksett, New Hampshire, and its Innovation Center is located in the Chicago, Illinois area. For more information, please visit merchantsfleet.com.. Merchants is an award-winning place to work with accolades including; Best & Brightest, Best Company to Work For 2015-2020, Great Place to Work and Coolest Company for Young Professionals.. . Description:. Do you enjoy solving business challenges through innovative technology? Do you enjoy working on cutting-edge, massively scalable services technology in a fast-paced team environment? Do you love working on industry-defining projects that move the needle?. . At Merchants Fleet, we strive to hire the best minds in technology to innovate and build things to benefit our employees and customers. The intense focus we have on our customers is a large reason we are the nation’s fastest growing fleet management company. Our Senior Front-End Developers use cutting-edge technology to solve complex problems and get to see the impact of their work first-hand.. The challenges Senior Front-End Developers solve at Merchants Fleet are big and impact thousands of customers across the country. Our path forward is not always easy, so we are selective about who joins us on this journey. There is a specific kind of person who thrives on taking software development challenges at Merchants Fleet – someone who is excited by the idea of helping create new products, features, and services from scratch while in a fast-paced environment.. This individual will work with Application Architects to design, implement, and maintain software solutions and business platforms for Merchants Fleet.. If you’re ready to ELEV8 your career, come join us on this journey, and help build the future with us!. . Key Job Responsibilities:. Design and build practical solutions for replacing current web applications and implementing new web applications.. Develop micro front-end framework for modular bases systems and re-usable components for better standardization. Active collaboration with Application Architects to design software solutions and business platforms on assigned projects. Work with our UX Designer to create layouts that adhere to our design guide and visual language. Work within and across Agile teams to perform full lifecycle application development with ability to deliver quality products on time. Design, code, and debug applications in various software languages and platforms (Angular, AngularJS, .NET, ASP.NET Web API) including integrating with RESTful microservices on-prem and in the cloud. Software analysis, code analysis, requirements analysis, software review, refinement of code metrics, system risk analysis, software reliability analysis, scalability analysis, and performance analysis. Collaborate with fellow business, technical, and Agile team members. Support, maintain, and document software functionality. Integrate software with existing systems. Stay aware of emerging technologies - especially front-end technologies - and how they might benefit our business. . Basic Qualifications:.  5+ years of experience working with front-end technologies like Angular, AngularJS, React, Node.js, IIS, Sass, HTML, CSS, JavaScript. 1+ years Cloud Development in Azure (preferred) and/or AWS. 2+ years of experience working with user experience leads or architects. 3+ years of experience with consuming RESTful services and WebAPI. 2+ years of experience with unit and end-to-end testing using technologies like Protractor, Jasmine, or similar. Clear understanding of micro front-end architecture and concepts. Clear understanding of Serverless architectures. Application Support (ability to triage and troubleshoot swiftly and effectively is key, as needed). Strong understanding of GIT Source Control Management (Azure DevOps Preferred). Full-Lifecyle Experience of development through delivery and support. Bachelor's Degree in Computer Science, Information Systems, Business Administration, or a related field or equivalent experience.. . Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities. The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information. 41 CFR 60-1.35(c)","['git source control management', 'especially front-end technologies', 'micro front-end architecture', 'perform full lifecycle application development', 'fastest growing fleet management company', 'develop micro front-end framework', 'essential job functions cannot disclose', 'end-to-end testing using technologies', 'challenges senior front-end developers solve', 'equal opportunity employer/protected veterans/individuals']"
"Senior Software Engineer, Education Solutions","Bedford, NH",Blackbaud,"Design, build and maintain the software to guarantee successful production deployments.
Partnering with our support team to troubleshoot bug fixes and build…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=0bb07470e88a2a90&fccid=28da867cd53af9db&vjs=3,"About the role:. We are looking for a self-motivated, high-performing Senior Software Engineer for our Blackbaud Education Team comprised of a group of diverse and passionate technologists using the web platform to provide education software solutions to over 2500 schools and 400,000 families worldwide. You'll join a team dedicated to improving the ability of schools to operate, integrate with leading accounting and education platforms and accept tuition payments easily. If you’re a savvy technical interpreter that can translate a challenge into an opportunity for improvement, you’ve come to the right place where we strive to work smarter!. What you’ll be doing:. Design, build and maintain the software to guarantee successful production deployments. Implementing high quality code that delights our clients. Participating in Agile/Scrum development teams. Building and testing new features for emerging products. Collaborating with UX and product management to define new features. Partnering with our support team to troubleshoot bug fixes and build tools that improve the internal developer experience. Utilizing our modern stack comprised of Angular, Bootstrap, C# (WebAPI), Node.JS, SQL, Elastic Search (Big Data), Amazon AWS, and Azure. What we’ll want you to have:. 5+ years' experience shipping a real product using contemporary technologies. Understanding of software engineering best practices including agile methodology, design patterns, decoupled architectures, and test-driven development. BS degree in Computer Science, Computer Engineering, or similar field. The drive and sense of purpose to assist schools in focusing on their primary mission of education by providing tools that facilitate classroom learning and help with managing student records. Professional demeanor, adaptable to change, and possessing a can-do attitude!. So, whether it's crafting a SQL query to gain those last milliseconds of performance, tweaking a responsive UI until it's just right, or anything in between, we have a place in our stack that is right for you.. #HelpGoodTakeOver. Stay up to date on everything Blackbaud, follow us on Linkedin , Twitter , Instagram , Facebook and YouTube. Blackbaud is proud to be an equal opportunity employer and is committed to maintaining a diverse and inclusive work environment. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, physical or mental disability, age, or veteran status or any other basis protected by federal, state, or local law.. To all recruitment agencies: We do not accept unsolicited agency resumes and are not responsible for any fees related to unsolicited resumes.","['passionate technologists using', 'blackbaud education team comprised', 'accept unsolicited agency resumes', 'provide education software solutions', 'agile/scrum development teams', 'accept tuition payments easily', 'guarantee successful production deployments', 'implementing high quality code', 'real product using contemporary technologies', 'high-performing senior software engineer']"
Platform Software Engineer,"Nashua, NH",Arista Networks,The Platform software team is responsible for all aspects of the development and delivery of hardware validation and manufacturing diagnostic software.,6 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=842c379c8b312f38&fccid=da9c8368867819c9&vjs=3,"Company Description. . null. . Job Description. . As a core member of the Platform software team, the candidate will be part of a fast-paced, high caliber team building diagnostic software to help validate high-speed digital designs and achieve high yields in manufacturing Arista Network products used in the computer networking industry's largest data centers.. The Platform software team is responsible for all aspects of the development and delivery of hardware validation and manufacturing diagnostic software. The successful candidate will work closely on a project from its early conception to the final production stage at an off-site contract manufacturer. They will work with fellow engineers and members of the hardware and manufacturing team to understand the design and validate it. Besides closely working with the hardware engineers in designing the board, they will also review the hardware specifications and produce diagnostic specifications for the board. With that as a basis, the candidate would design the code to bring all of these to life. They will also work with customers to triage and fix problems in their networks. The candidate will play a major role in improving yield at the contract manufacturer site as their software will be critical in validating the builds and quickly identify manufacturing defects.. This role demands a strong and broad software engineering background, and a good understanding of hardware board design technology as well as third party network processors. The candidate's role will not be limited to any single aspect of managing ASIC-based networking solution, but cover all aspects of bringing up new hardware, developing all features requiring hardware validation, testing the software and hardware, and supporting our customers using the products. As an experienced engineer, this role also requires that the candidate take an active part in organizing a team of engineers to tackle a project, providing vision for the project, managing the schedule for the project, and coordinating the activities of the team.. Responsibilities:. Design, implement & test production-grade diagnostics for high-speed digital boards and ASICS to help with hardware validation.. Design, implement & test manufacturing tests to validate mass production of digital boards used in data center networking product. Bring-up newly manufactured boards and the port the first level of software.. Isolate and perform root-cause analysis of reported failures. Support new platform software and hardware features. Coordinate with the hardware engineering team on bring-up schedules and feature delivery. Zeal to learn and contribute to personal as well as a business growth. Participate proactively in design discussions, design/code reviews, and project management. Create system software written in C and scripting languages (Python, Bash) for our Linux-based appliance platform. Work independently as well as in team roles.. Use a version control system to systematically document and version the diagnostic software.. Mentor younger members of the team and inculcate team spirit.. . Qualifications. . BS Computer/ Electrical Engineering with +5 years experience or MS Computer/Electrical Engineering with +2 years experience or Ph.D in Computer Science or Equivalent. BS Computer Science + 4 years experience, or MS Computer Science.  Proficiency in C/C++. Well versed in scripting languages such as Python, Perl, Tcl etc.. Embedded programming and good knowledge of OS internals (Linux/Unix).  In depth view of Computer Networking, OSI layers such as TCP/IP etc..  Has knowledge of common inter connecting buses and interfaces such as PCIe, I2C, XAUI, 10G Ethernet drivers, FPGA, Switch chips, SSL offload, TCAM programming.. Smart Bits and/or IXIA usage and performance improvement. Ability to appreciate software engineering principles and coding procedures. Additional Information. . All your information will be kept confidential according to EEO guidelines.","['quickly identify manufacturing defects', 'perform root-cause analysis', 'common inter connecting buses', 'third party network processors', 'implement & test manufacturing tests', 'high-speed digital boards', 'manufacturing arista network products used', 'managing asic-based networking solution', 'implement & test production-grade diagnostics', 'help validate high-speed digital designs']"
Software Engineer,"Manchester, NH",Trimble,"2-year degree or equivalent experience in a software-related field.
From purpose-built products to enterprise lifecycle solutions, Trimble software, hardware,…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=19a195f4568aac67&fccid=41ffc18dec1f58bf&vjs=3,"Title: Software Engineer. Location: New Hampshire or Minnetonka, MN office. Department: Development. POSITION OVERVIEW. At Trimble Transportation Mobility we are passionate about our people, our customers, our culture, and especially our technology. Here you can become an integral member of a passionate group of developers working to solve real-world problems with the latest technology in the transportation and logistics industry. Come join us and help us build the technology that will define the future of fleet mobility solutions.. RESPONSIBILITIES. Stay on top of new and up-and-coming technologies. Possess intellectual humility - Be able to make mistakes and learn from them. Design and build sophisticated and highly-scalable systems. Join a team that challenges themselves and each other, asking how we can be better in all aspects of our work. Ensure the team’s work is of high quality through the use of best practices such as continuous integration, unit and integration testing, and code reviews. Collaborate in a culture that promotes passion in technology. Hack away at the bleeding edge of technology during our epic Hack-a-thons (and win a cool prize like a Super Star Destroyer Lego set!). REQUIRED SKILLS. 2-year degree or equivalent experience in a software-related field. 2+ years of experience developing scalable full-stack solutions. Demonstrate and describe one or more specific successes from current or past technical challenges. Experience with Java, .Net Core, GoLang or other modern languages. Experience with the Spring framework. Experience and comfort with testing tools such as JUnit, Spock, Mockito, or Cucumber. Microservice Architectures. PREFERRED SKILLS. Agile software development. Spring Boot. Relational databases such as MySQL or SQL Server. Message brokers such as Kafka or RabbitMQ. Streaming data processing such as Kafka streams or Reactive programming. Amazon Web Services. Git (GitHub preferred). Docker via Rancher or Kubernetes. Our Company. Trimble is transforming the way the world works by delivering products and services that connect the physical and digital worlds. Core technologies in positioning, modeling, connectivity and data analytics enable customers to improve productivity, quality, safety, and sustainability. From purpose-built products to enterprise lifecycle solutions, Trimble software, hardware, and services are transforming a broad range of industries such as agriculture, construction, geospatial and transportation, and logistics. For more information about Trimble (NASDAQ: TRMB), visit www.trimble.com. . Trimble Inc. is proud to be an Equal Opportunity and Affirmative Action Employer and considers qualified applicants for employment without regard to race, gender, age, color, religion, national origin, marital status, disability, sexual orientation, status as a covered veteran in accordance with applicable federal, state and local laws, or any other protected factor. EOE/M/F/V/D. #Engineering. Trimble Inc. is proud to be an Equal Opportunity and Affirmative Action Employer and considers qualified applicants for employment without regard to race, gender, age, color, religion, national origin, marital status, disability, sexual orientation, status as a covered veteran in accordance with applicable federal, state and local laws, or any other protected factor. EOE/M/F/V/D","['streaming data processing', 'fleet mobility solutions', 'enterprise lifecycle solutions', 'highly-scalable systems', 'data analytics enable customers', 'solve real-world problems', 'up-and-coming technologies', 'epic hack-a-thons', 'super star destroyer lego set', 'experience developing scalable full-stack solutions']"
Software Engineer I,"Lowell, MA","NetNumber, Inc.","Successful candidates will create and maintain software for NetNumber industry leading software products.
Working knowledge of developing software solution in a…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=9da1ec93fb44e3f4&fccid=dd4d8dc4a03879f1&vjs=3,"NetNumber is hiring an entry level Software Engineer for our TITAN Platform and TITAN Application development teams. Duties are primarily around building software solutions using Agile methodologies. Successful candidates will create and maintain software for NetNumber’s industry leading software products.. General Characteristics. High energy with the ability to participate in a collaborative and multitasking environment.. Demonstrates ability to adapt standard techniques and procedures to perform assigned tasks.. Demonstrates ability to complete assignments.. Demonstrates ability to operate based on the principals of the Agile Manifesto.. Possesses an analytical mind and the desires to investigate problems.. Demonstrates ability to evolve verbal and written communication skills.. . Technical Skills. Ability to comprehend technical design documents.. Competent with Linux or Unix operating system.. Experience or working knowledge with the Java programming language.. Familiar with Agile stack components: GIT, Jenkins, etc.. Familiar developing software in a DevOps CI/CD environment.. Working knowledge with other languages such as Python, C/C++ is a plus.. . Education. Bachelor's degree in Computer Science or a related field.. . Software Engineer II. . NetNumber is hiring a Software Engineer II for our TITAN Platform and TITAN Application development teams. Duties are primarily around building software solution using Agile methodologies. Successful candidates will create and maintain software for NetNumber industry leading software products.. General Characteristics. High energy with the ability to collaborate and multitasks across projects.. Independently adapts standard techniques and procedures to perform assigned tasks.. Demonstrates ability take ownership and raise decision option to senior team member for completing assignments.. Demonstrates ability to operate based on the principals of the Agile Manifesto.. Possesses an analytical mind and the desires to investigate problems.. Possesses effect and written communication skills.. . Technical Skills. Ability to comprehend and contribute to technical design documents.. Competent with Linux or Unix operating system.. 1-3 Years of experience with the Java programming language.. Working knowledge of developing software solution in a SCRUM Agile methodology.. Familiar with Agile stack components: GIT, Jenkins, etc.. Familiar developing software in a DevOps CI/CD environment.. Working knowledge with other languages such as Python, C/C++ is a plus.. . Education. Bachelor's degree in Computer Science or a related field. . Senior Software Engineer. . NetNumber is hiring a Senior Software Engineer for our TITAN Platform and TITAN Application development teams. Duties are primarily around building software solution using Agile methodologies. Successful candidates will create and maintain software for NetNumber industry leading software products.. General Characteristics. High energy with the ability to collaborate and multitasks across projects and multidisciplinary teams.. Independently evaluates, selects, and adapts standard techniques and procedures to perform assigned tasks.. Demonstrates ability take ownership and make informed decisions for completing assignments.. Demonstrates ability to operate based on the principals of the Agile Manifesto.. Possesses an analytical mind and the desires to investigate problems.. Possesses effect and written communication skills.. . Technical Skills. Generate technical design documents of software solutions.. Competent with Linux or Unix operating system.. 3-5 Years of experience with the Java programming language.. Working knowledge of developing software solution in a SCRUM Agile methodology.. Experienced with Agile stack components: GIT, Jenkins, etc.. Familiar developing software in a DevOps CI/CD environment.. Competent with other languages such as Python, C/C++ is a plus.. . Education. Bachelor's degree in Computer Science or a related field.","['adapts standard techniques', 'demonstrates ability take ownership', 'comprehend technical design documents', 'independently adapts standard techniques', 'generate technical design documents', 'entry level software engineer', 'titan application development teams', 'devops ci/cd environment', 'industry leading software products', 'netnumber industry leading software products']"
Full Stack Wordpress Developer,"Nashua, NH",Sophia Institute,The developer would work collaboratively with our design team in implementing all front-end solutions and our database manager in integrating with our databases…,4 days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=ca434896a3c7e600&fccid=7e3ba0776645174d&vjs=3,"The Web Developer would be responsible for overseeing and maintaining the multiple websites Sophia Institute currently operates, as well as completing a number of near-term new website builds. The developer would work collaboratively with our design team in implementing all front-end solutions and our database manager in integrating with our databases. Sophia Institute is a dynamic, fast-growing organization with multiple divisions, and so the webmaster must relocate and operate out of our New Hampshire-based offices. Please send cover letter and resume to [SEE ORIGINAL LISTING]. . Job Duties:. . Rebuild in Wordpress and migrate the Sophia Institute for Teachers website to meet the various and growing needs of the Catholic education community.. Work collaboratively with our team to improve the functionality and ease-of-use of our existing Wordpress websites.. Maintain the health, stability, and speed of all sites, including monitoring, testing, and debugging.. Train existing staff on how to use all online features.. Ensure that all sites are optimized for search engines to drive more traffic to pages.. Work with our marketing team to develop short- and long-term promotions online, such as landing pages, integrating Google Adwords, or social media marketing needs.. Perform related work as required.. . Special Skills/Requirements:. Sophia Institute is seeking an individual who is committed to advancing its mission. The ideal candidate will have:. . . A firm commitment to the Catholic Faith and to the mission of Sophia Institute. Proficiency in front-end technologies, including HTML5, CSS3, JavaScript, jQuery. Proficiency in Wordpress theming and PHP back-end development, including the ability to convert provided designs into Wordpress themes, templates, and custom pages. Strong understanding of Wordpress database structure, REST API, and SOAP as well as how to integrate Wordpress with third parties. Experience with multi-site implementation, user permissions and content protection, Woocommerce, developing custom solutions via custom post types, Google Analytics, Amazon Web Services, and Salesforce preferred. Experience building user interfaces and developing responsive websites. Ability to convert wireframes and full designs into Wordpress themes, templates, and custom pages. Proficient understanding of code versioning tools. Passion, humility, integrity, and a mission-driven attitude. An action-oriented and flexible disposition. A strong work ethic and attention to detail. . ","['front-end technologies', 'web developer would', 'developer would work collaboratively', 'experience building user interfaces', 'social media marketing needs', 'php back-end development', 'long-term promotions online', 'please send cover letter', 'new hampshire-based offices', 'near-term new website builds']"
Full Stack Developer – Web,"Bedford, NH",RedBlack Software,"NET, OOP, Design Patterns, EF and REST API’s using ASP.
Exposure to JavaScript frameworks (preferably SPAs), AJAX, JSON, etc.",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=39c051da2e47c451&fccid=7aa75aefe4aa8c6d&vjs=3,"Full Stack Developer – Web (Experience: 4 -8 years). . Very good in C#, .NET, OOP, Design Patterns, EF and REST API’s using ASP.NET framework. Exposure to JavaScript frameworks (preferably SPAs), AJAX, JSON, etc.. Experience in developing secure and scalable multi-tier distributed web applications. . Interested applicants must apply online at www.invesco.com/careers. . The above information on this description has been designed to indicate the general nature and level of work performed by employees within this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications required of employees assigned to this job. The job holder may be required to perform other duties as deemed appropriate by their manager from time to time.. . Our culture of inclusivity and its commitment to diversity in the workplace are demonstrated through our people practices. We are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, creed, color, religion, sex, gender, gender identity, sexual orientation, marital status, national origin, citizenship status, disability, age, or veteran status. Our equal opportunity employment efforts comply with all applicable U.S. state and federal laws governing non-discrimination in employment.","['applicable u', 'qualified applicants', 'job holder may', 'full stack developer', 'employment without regard', 'equal opportunity employer', 'equal opportunity employment efforts comply', 'interested applicants must apply online', 'federal laws governing non-discrimination', 'scalable multi-tier distributed web applications']"
Web/Mobile Developer,"Auburn, NH",C Squared Systems LLC,"Experience with software debugging techniques.
This key role is responsible for building and enhancing C Squared Systems’ internal web interface and is a member…",30+ days ago,2020-11-09,,http://www.indeed.com/rc/clk?jk=b7fa84eb5f2134c3&fccid=ff776a74a7801601&vjs=3,"C2 Systems is currently seeking a Web/Mobile Developer to join our team. This key role is responsible for building and enhancing C Squared Systems’ internal web interface and is a member of our Tools Group. You will play an important role in the organizations mobile applications development efforts (initial focus for the Android platform).. Responsibilities:. Responsible for updating and refactoring existing code. Fielding site issues. Working closely with internal customers to incorporate changes. Developing additional features and insuring cross platform functionality. Create and maintain the documentation for the application. Design and build advanced applications for Android platform. Design and execute unit tests for robustness. Continually discover, evaluate and implement new technologies to positively impact efficiencies.. Requirements:. Bachelor’s Degree in Computer Science or other technical program of study. Minimum of 2 years of software development experience. Solid understanding of C#, ASP.NET, SQL Database and JavaScript. Experience with software debugging techniques. Must have previous development experience for the Android platform. Self–Motivated individual, possessing a strong commitment to coding. Capable of juggling a variety of responsibilities. Web Server development experience preferred.. Work must be performed on site at our Auburn NH facility.","['auburn nh facility', 'internal web interface', 'build advanced applications', 'software development experience', 'previous development experience', 'web/mobile developer', 'enhancing c squared systems', 'insuring cross platform functionality', 'web server development experience preferred', 'organizations mobile applications development efforts']"
